sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	1 Cognitive Science-A 	98 Education-Credit 	1A Chemistry-A 	1AL Chemistry-A 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1B Biology-A 	1 Italian Studies-A 	10 Computer Science-A 	3AL Chemistry-A 	3A Chemistry-A 	sem 2: 	major: ['Letters & Sci Undeclared']: 	3B Chemistry-A 	2 Italian Studies-Credit 	61A Computer Science-A 	R5B Scandinavian-A 	3BL Chemistry-A 	sem 3: 	major: ['Letters & Sci Undeclared']: 	70 Computer Science-A 	sem 4: 	major: ['Cognitive Science']: 	3 Italian Studies-A 	132 Philosophy-B 	61B Computer Science-A 	197 Education-Credit 	C127 Cognitive Science-A 	140AC Education-A 	sem 5: 	major: ['Cognitive Science']: 	1AL Biology-A 	1A Biology-A 	9F Computer Science-Credit 	C100 Cognitive Science-A 	100 Linguistics-A 	4 Italian Studies-A 	C61 Molecular & Cell Biology-A 	sem 6: 	major: ['Cognitive Science']: 	131 Integrative Biology-A 	131L Integrative Biology-A 	N140 Psychology-A 	sem 7: 	major: ['Cognitive Science']: 	61C Computer Science-A 	8A Physics-A 	131 Cognitive Science-A 	188 Computer Science-A 	198 Computer Science-Credit 	133 Psychology-A 
label: 	['12 Italian Studies', '186 Computer Science', '8B Physics', '160 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Materials Science & Eng']: 	92 Engineering-Credit 	1AL Chemistry-A 	1B Mathematics-A 	1 Economics-Credit 	1A Mathematics-A 	1A Chemistry-A 
label: 	['7 Engineering', '7B Physics', '90 Design Innovation', '53 Mathematics', 'R1A French']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	98 Electrical Engineering-Credit 	98 Engineering-Credit 	7A Physics-B 	61A Computer Science-B 	98 Computer Science-Credit 
label: 	['R5A Slavic Languages & Lit', '20A Music', '53 Mathematics', '7B Physics', '98 Music']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Social Welfare-Credit 	R1B Comparative Literature-D 	1AL Chemistry-B 	1A Chemistry-C 	10A Mathematics-D 
label: 	['61A Computer Science', '10 Astronomy', '1B Mathematics', '1 Anthropology']
predict: 	['3 German', '40 Plant Biology', '4B Environmental Design', '24 History', '13 Art Practice', '2 Political Science', 'R5A Slavic Languages & Lit', '20B Arabic', '1B Chinese', 'R1A Theater Dance & Perf Stds']
correct: 	[]

sem 0: 	major: ['Forestry & Natural Resources']: 	94 Statistics-D 	61A Computer Science-B 	98 Computer Science-Credit 	1A Mathematics-C 	24 Astronomy-A 
label: 	['16A Electrical Engineering', '1 Economics', '24 Political Economy', '1B Mathematics', 'C8 Computer Science']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', 'C3 Economics', '5 Linguistics', '1B Biology', '40 Mechanical Engineering']
correct: 	[]

sem 0: 	major: ['Mechanical Engineering']: 	25 Engineering-B 	1AL Chemistry-A 	53 Mathematics-C 	1A Chemistry-C 	R44 Classics-B 	98 Music-Credit 
label: 	['54 Mathematics', '127AC History', '7 Engineering', '26 Engineering', '7A Physics']
predict: 	['H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '5 Linguistics', 'C3 Economics', '1B Biology', '40 Mechanical Engineering', '61A Computer Science', 'W1 Psychology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Computer Science-C 	98 Ethnic Studies-Credit 	106 College Writing Programs-A 	140 Sociology-B 	C5 Letters & Science-B 
label: 	['10 Peace & Conflict Studies', '98BC Philosophy', '61A Computer Science', '194 Business Admin-Undergrad', '1 Physical Education', '116H Social Welfare', '3AC Sociology']
predict: 	['H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', 'C3 Economics', '1B Biology', '5 Linguistics', '40 Mechanical Engineering', 'W1 Psychology', '60 Civil & Environmental Eng']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-No Credit 	20A Arabic-A 	1A Mathematics-B 
label: 	['2 Economics', '1 Psychology', '1B Mathematics', '10 Nutritional Science & Tox']
predict: 	['10B Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '54 Mathematics', '12A Philosophy', '8B Physics', '2 Statistics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	R44 Classics-A 	61A Computer Science-A 
label: 	['97 Computer Science', '70 Computer Science', '11AC Ethnic Studies']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Materials Science & Eng']: 	186AC Education-B 	92 Engineering-Credit 	7A Physics-B 	98 Energy and Resources-Credit 	1B Mathematics-A 
label: 	['7 Engineering', 'R1A English', '98 Theater Dance & Perf Stds', '53 Mathematics', '4B Chemistry']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Industrial Eng & Ops Rsch']: 	1A Mathematics-A 	1A Chemistry-C 	R4B College Writing Programs-A 	98 Engineering-Credit 	24 Industrial Eng & Ops Rsch-Credit 	1AL Chemistry-A 	98 Mathematics-Credit 
label: 	['7 Engineering', '1B Mathematics', '16A Electrical Engineering']
predict: 	['10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '2 Statistics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Computer Science-A 	1B Mathematics-C 	1A Chinese-B 
label: 	['R1A Comparative Literature', '1B Chinese', '61A Computer Science', '53 Mathematics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '12A Philosophy', 'C3 Economics', '5 Linguistics', '1B Biology', '40 Mechanical Engineering', 'W1 Psychology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-No Credit 	C5 Letters & Science-B 	15 Env Sci, Policy, & Mgmt-B 	98 Computer Science-Credit 	1A Mathematics-B 	98 Mathematics-Credit 
label: 	['61A Computer Science', '2 Economics', 'C8 Information', '1B Mathematics', '195 Industrial Eng & Ops Rsch']
predict: 	['10B Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy', '20 Statistics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Chemical Engineering']: 	1A Chinese-C 	1B Mathematics-B 	4A Chemistry-C 	40 Chemical Engineering-C 
label: 	['53 Mathematics', '7 Engineering', '4B Chemistry', '7A Physics']
predict: 	['H54 Mathematics', '12A Philosophy', '1B Biology', 'C3 Economics', '5 Linguistics', 'W1 Psychology', '60 Civil & Environmental Eng', '3 German', '4B Environmental Design', '40 Plant Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Psychology-Credit 	N2 College Writing Programs-Credit 	50AC Geography-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	98 Electrical Engineering-Credit 	R1A College Writing Programs-B 	98 Engineering-Credit 	98 Mathematics-Credit 
label: 	['61A Computer Science', '70A Letters & Science', '1B Mathematics']
predict: 	['H54 Mathematics', '1B Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', 'C3 Economics', '1B Biology', '5 Linguistics', '40 Mechanical Engineering']
correct: 	['1B Mathematics']

sem 0: 	major: ['Engineering Physics']: 	24 Psychology-Credit 	50AC Env Sci, Policy, & Mgmt-A 	39A Education-Credit 	sem 1: 	major: ['Engineering Physics']: 	1A Chemistry-A 	98 Education-Credit 	92 Engineering-Credit 	10 Peace & Conflict Studies-F 	98 Engineering-Credit 	98 Astronomy-Credit 	53 Mathematics-C 	1AL Chemistry-B 
label: 	['1B Chemistry', '25 Bioengineering', '7 Engineering', '10 Peace & Conflict Studies']
predict: 	['10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology', '54 Mathematics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	5 Political Science-A 	25 Spanish-A 	1A Mathematics-A 	98 Mathematics-Credit 
label: 	['1B Mathematics', '7B History', '171C History', '98 Education', '101A Portuguese']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	98 Engineering-Credit 	1A Mathematics-A 	R5A Slavic Languages & Lit-A 	61A Computer Science-B 	24 Computer Science-Credit 	98 Mathematics-Credit 
label: 	['198 Computer Science', 'R5B Slavic Languages & Lit', '39R Computer Science', '1B Mathematics', '1 Physical Education']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	10 Theater Dance & Perf Stds-B 	R1A College Writing Programs-C 	1A Mathematics-F 
label: 	['98 Astronomy', '7A Physics', '2AC Anthropology', '109 Theater Dance & Perf Stds']
predict: 	['3 German', '4B Environmental Design', '24 History', '13 Art Practice', '1B Chinese', '20B Arabic', 'R5A Slavic Languages & Lit', '45C English', '20B Hebrew', 'R1B Native American Studies']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1B Comparative Literature-B 	10 Computer Science-A 	98 Computer Science-Credit 	1A Mathematics-C 
label: 	['198 Computer Science', '10 Gender & Womens Studies', '61A Computer Science', '1B Mathematics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '2 Statistics', '12A Philosophy', 'C3 Economics', '5 Linguistics', '1B Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-C 	10 Theater Dance & Perf Stds-A 	10A Mathematics-B 	1AL Chemistry-B 	198 Physics-Credit 
label: 	['1B Biology', '10B Mathematics', '165 Plant Biology', '120AC Native American Studies', '109 Theater Dance & Perf Stds', '126 Theater Dance & Perf Stds', '98 Theater Dance & Perf Stds']
predict: 	['10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '3B Chemistry']
correct: 	['10B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 Physical Education-Credit 	C10 Astronomy-A 	98 Statistics-Credit 	1A Mathematics-A 	3AC Anthropology-A 	98 Music-Credit 
label: 	['88 Statistics', '148 Music', '1B Mathematics', 'C8 Computer Science', '61A Computer Science', '1 Physical Education']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	134 Statistics-C 	10 Business Admin-Undergrad-B 	53 Mathematics-B 	R1A French-C 
label: 	['1 Economics', '2 French', '100 Theater Dance & Perf Stds', '135 Statistics', '10 Nutritional Science & Tox']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Chemistry']: 	31AC English-Credit 	96 Chemistry-Credit 	4A Chemistry-B 	40 Chemical Engineering-A 
label: 	['4B Chemistry', '53 Mathematics', '1 German', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-B 	8A Physics-Credit 	1B Biology-No Credit 	94 Peace & Conflict Studies-Credit 	sem 1: 	major: ['Letters & Sci Undeclared']: 	61A Computer Science-B 	27 Music-B 	R5B Slavic Languages & Lit-B 	94 Statistics-C 
label: 	['10A College Writing Programs', '10 Nutritional Science & Tox']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	24 Bioengineering-Credit 	98BC Mathematics-Credit 	94 Statistics-A 	98 Theater Dance & Perf Stds-Credit 	1A Mathematics-A 
label: 	['26AC Music', '1B Mathematics', '61A Computer Science', 'R2A Asian American Studies', '98 Mathematics', '197 Asian American Studies', '198 Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Eng Math & Statistics']: 	2AC Anthropology-A 	1B Mathematics-A 	92 Engineering-Credit 	7 Engineering-A 
label: 	['R1B English', '24 Near Eastern Studies', '55 Mathematics', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['55 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	R1B English-B 	10A Mathematics-B 	32 Molecular & Cell Biology-C 	12 History-A 
label: 	['179 Political Science', '7 Engineering', '1B Mathematics', '1 Economics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-A 	125 Scandinavian-A 	61A Computer Science-B 	1 Political Science-A 
label: 	['15 Env Sci, Policy, & Mgmt', '134 Statistics', '61B Computer Science', '7B History']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	10X Japanese-A 	61A Computer Science-A 	1A Mathematics-A 
label: 	['100X Japanese', '198 Asian American Studies', '15 Env Sci, Policy, & Mgmt', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Mathematics-A 	90 Native American Studies-A 	C10 Astronomy-B 	27 Music-A 
label: 	['142 Music', '61A Computer Science', '1B Mathematics', 'R1B Film']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	50 Chicano Studies-B 	39B Education-A 	sem 1: 	major: ['Mechanical Engineering']: 	25 Engineering-C 	1AL Chemistry-B 	98 Engineering-Credit 	1A Chemistry-F 	1A Mathematics-C 	92 Engineering-Credit 
label: 	['7 Engineering', 'R1A Comparative Literature', '7A Physics', '1B Mathematics']
predict: 	['5 Linguistics', 'C3 Economics', 'C10 Astronomy', 'W1 Psychology', '12 History', '3 German', '40 Plant Biology', 'C30U Letters & Science', 'C70U Letters & Science', 'W21 Statistics']
correct: 	[]

sem 0: 	major: ['Engineering Undeclared']: 	92 Engineering-Credit 	25 Engineering-C 	7A Physics-B 	1B Mathematics-B 
label: 	['27 Engineering', '53 Mathematics', '124B History', '7B Physics', '7 Engineering']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', '55 Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1 French-B 	1B Mathematics-C 	98 Electrical Engineering-Credit 	C62 Molecular & Cell Biology-B 
label: 	['53 Mathematics', '3 Earth & Planetary Science', '160B Letters & Science', '3AC Anthropology']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', '2 Statistics', 'C3 Economics', '1B Biology']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	1B Mathematics-Credit 	82 UGIS-UG Interdisc Studies-B 	R2B Asian American Studies-B 	50AC Gender & Womens Studies-B 
label: 	['98 Music', 'C10 Env Sci, Policy, & Mgmt', '198 Computer Science', '53 Mathematics', '61A Computer Science']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Bioengineering']: 	1A Chemistry-A 	24 Bioengineering-Credit 	10 Bioengineering-A 	R1A Comparative Literature-F 	1AL Chemistry-A 	1B Mathematics-A 
label: 	['25 Bioengineering', '198 Computer Science', '53 Mathematics', 'R1B History', '3A Chemistry', '3AL Chemistry', '7A Physics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['53 Mathematics']

sem 0: 	major: ['Energy Engineering']: 	1A Mathematics-C 	4A Chemistry-F 	93 Engineering-Credit 	3AC Anthropology-F 	R1A Rhetoric-F 
label: 	['7A Physics', '1B Mathematics', '61A Computer Science']
predict: 	['3 German', '24 History', '31 Geography', '13 Art Practice', '1B Chinese', '1 Slavic Languages & Lit', '20B Arabic', '39D Legal Studies', '42 Env Sci, Policy, & Mgmt', '24 Psychology']
correct: 	[]

sem 0: 	major: ['Engineering Undeclared']: 	1 French-A 	1A Mathematics-A 	61A Computer Science-B 	98 Computer Science-Credit 
label: 	['R1A Comparative Literature', '98 Mathematics', '7A Physics', '1B Mathematics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Mechanical Engineering']: 	1B Mathematics-C 	7A Physics-B 	R1B History of Art-B 	25 Engineering-B 
label: 	['7 Engineering', '7B Physics', '53 Mathematics', '26AC Music']
predict: 	['53 Mathematics', '10B Mathematics', '1B Mathematics', 'H54 Mathematics', '55 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics']
correct: 	['53 Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	1A Chemistry-C 	1AL Chemistry-B 	10A Mathematics-C 	98 Sociology-Credit 	98BC Philosophy-Credit 	C30T Letters & Science-B 
label: 	['7A Physics', '2AC Anthropology', '1B Biology', '25 Bioengineering', '1B Mathematics']
predict: 	['H54 Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', 'C3 Economics', '5 Linguistics', 'W1 Psychology', '60 Civil & Environmental Eng', '10 Business Admin-Undergrad', '3 German']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	80 Earth & Planetary Science-Credit 	W1 Psychology-B 	3AC Sociology-A 	1B Mathematics-C 
label: 	['R1B Rhetoric', '130 Psychology', '2 Economics', '20 Statistics', '98 Statistics']
predict: 	['10B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '54 Mathematics', '12A Philosophy', '8B Physics', '2 Statistics']
correct: 	[]

sem 0: 	major: ['Letters & Sci Undeclared']: 	25 Spanish-A 	2 Env Sci, Policy, & Mgmt-Credit 	1A Mathematics-A 	98 Mathematics-Credit 	27AC African American Studies-B 
label: 	['1B Mathematics', '11 Nutritional Science & Tox', '82 UGIS-UG Interdisc Studies', '20 Statistics']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', 'H54 Mathematics', '1B Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	C10 Astronomy-B 	61A Computer Science-B 	1 German-B 	1A Mathematics-B 
label: 	['1B Mathematics', '98 Architecture']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['1B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	100A Interdisciplinary Studies-B 	10 Business Admin-Undergrad-A 	24 Gender & Womens Studies-Credit 	35AC Integrative Biology-A 	C187 History-A 
label: 	['14 Gender & Womens Studies', '166 Sociology', '16B Mathematics', '1 Economics', '24 Media Studies']
predict: 	['53 Mathematics', '10B Mathematics', '55 Mathematics', '1B Mathematics', 'H54 Mathematics', '16B Mathematics', '1A Mathematics', '16A Mathematics', '32 Mathematics', '1A Biology']
correct: 	['16B Mathematics']

sem 0: 	major: ['Letters & Sci Undeclared']: 	160AC Env Sci, Policy, & Mgmt-Credit 	61A Computer Science-B 	98 Public Health-Credit 	C70Y Letters & Science-C 	1A Mathematics-C 
label: 	['R1B English', '198 Computer Science', '24 Nutritional Science & Tox', '1B Mathematics', '98 Electrical Engineering']
predict: 	['H54 Mathematics', '12A Philosophy', 'C3 Economics', '5 Linguistics', 'W1 Psychology', '60 Civil & Environmental Eng', '10 Business Admin-Undergrad', '3 German', '40 Plant Biology', 'W21 Statistics']
correct: 	[]

sem 0: 	major: ['Electrical Eng & Comp Sci']: 	1A Mathematics-C 	10 Computer Science-D 
label: 	['61A Computer Science', '10 Nutritional Science & Tox', '1B Mathematics', '103S History']
predict: 	['5 Linguistics', 'W1 Psychology', '3 German', '40 Plant Biology', '4B Environmental Design', '24 History', '13 Art Practice', '40 Geography', '93 Civil & Environmental Eng', '2 Political Science']
correct: 	[]

sem 0: 	major: ['Bioengineering']: 	1AL Chemistry-B 	1A Chemistry-B 	R4B College Writing Programs-F 	1A Mathematics-C 
label: 	['3AL Chemistry', '3A Chemistry', '25 Bioengineering', '7 Engineering', '1B Mathematics']
predict: 	['H54 Mathematics', '16B Mathematics', '16A Mathematics', '32 Mathematics', '12A Philosophy', 'C3 Economics', '1B Biology', '5 Linguistics', '40 Mechanical Engineering', 'W1 Psychology']
correct: 	[]

negative hit rate	0.45544554455445546
